period,reported_district,data_type,age_group,total
2022-02-01,Mbala,Confirmed_Passive_CHW,NA,8
2022-02-01,Mporokoso,Clinical,Under 5,55
2022-02-01,Mporokoso,Clinical,Over 5,247
2022-02-01,Mporokoso,Clinical,Under 5,8
2022-02-01,Mporokoso,Confirmed,Under 5,318
2022-02-01,Mporokoso,Confirmed,Over 5,1656
2022-02-01,Mporokoso,Confirmed,Under 5,64
2022-02-01,Mpulungu,Clinical,Under 5,83
2022-02-01,Mpulungu,Clinical,Over 5,132
2022-02-01,Mpulungu,Clinical,Under 5,31
2022-02-01,Mpulungu,Confirmed,Under 5,1178
2022-02-01,Mpulungu,Confirmed,Over 5,3488
2022-02-01,Mpulungu,Confirmed,Under 5,347
2022-02-01,Mpulungu,Confirmed_Passive_CHW,Over 5,402
2022-02-01,Mpulungu,Confirmed_Passive_CHW,Under 5,300
2022-02-01,Mpulungu,Confirmed_Passive_CHW,NA,0
2022-02-01,Mungwi,Clinical,Under 5,3
2022-02-01,Mungwi,Clinical,Over 5,115
2022-02-01,Mungwi,Clinical,Under 5,4
2022-02-01,Mungwi,Confirmed,Under 5,3338
2022-02-01,Mungwi,Confirmed,Over 5,8619
2022-02-01,Mungwi,Confirmed,Under 5,1272
2022-02-01,Nsama,Clinical,Under 5,154
2022-02-01,Nsama,Clinical,Over 5,325
2022-02-01,Nsama,Clinical,Under 5,29
2022-02-01,Nsama,Confirmed,Under 5,583
2022-02-01,Nsama,Confirmed,Over 5,1621
2022-02-01,Nsama,Confirmed,Under 5,208
2022-02-01,Senga,Clinical,Under 5,397
2022-02-01,Senga,Clinical,Over 5,1413
2022-02-01,Senga,Clinical,Under 5,131
2022-02-01,Senga,Confirmed,Under 5,381
2022-02-01,Senga,Confirmed,Over 5,1072
2022-02-01,Senga,Confirmed,Under 5,104
2022-02-01,Senga,Confirmed_Passive_CHW,Over 5,122
2022-02-01,Senga,Confirmed_Passive_CHW,Under 5,35
2022-02-01,Senga,Confirmed_Passive_CHW,NA,0
2022-03-01,Chilubi,Clinical,Under 5,92
2022-03-01,Chilubi,Clinical,Over 5,154
2022-03-01,Chilubi,Clinical,Under 5,51
2022-03-01,Chilubi,Confirmed,Under 5,1813
2022-03-01,Chilubi,Confirmed,Over 5,2560
2022-03-01,Chilubi,Confirmed,Under 5,1148
2022-03-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2022-03-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2022-03-01,Chilubi,Confirmed_Passive_CHW,NA,0
2022-03-01,Kaputa,Confirmed,Under 5,1079
2022-03-01,Kaputa,Confirmed,Over 5,1967
2022-03-01,Kaputa,Confirmed,Under 5,382
2022-03-01,Kasama,Clinical,Under 5,120
2022-03-01,Kasama,Clinical,Over 5,265
2022-03-01,Kasama,Clinical,Under 5,60
2022-03-01,Kasama,Confirmed,Under 5,3671
2022-03-01,Kasama,Confirmed,Over 5,11909
2022-03-01,Kasama,Confirmed,Under 5,968
2022-03-01,Lunte,Clinical,Under 5,708
2022-03-01,Lunte,Clinical,Over 5,3010
2022-03-01,Lunte,Clinical,Under 5,104
2022-03-01,Lunte,Confirmed,Under 5,436
2022-03-01,Lunte,Confirmed,Over 5,1641
2022-03-01,Lunte,Confirmed,Under 5,87
2022-03-01,Lupososhi,Clinical,Under 5,5
2022-03-01,Lupososhi,Clinical,Over 5,13
2022-03-01,Lupososhi,Clinical,Under 5,4
2022-03-01,Lupososhi,Confirmed,Under 5,1168
2022-03-01,Lupososhi,Confirmed,Over 5,1950
2022-03-01,Lupososhi,Confirmed,Under 5,488
2022-03-01,Luwingu,Clinical,Over 5,9
2022-03-01,Luwingu,Clinical,Under 5,1
2022-03-01,Luwingu,Confirmed,Under 5,1798
2022-03-01,Luwingu,Confirmed,Over 5,5224
2022-03-01,Luwingu,Confirmed,Under 5,609
2022-03-01,Mbala,Clinical,Under 5,249
2022-03-01,Mbala,Clinical,Over 5,752
2022-03-01,Mbala,Clinical,Under 5,78
2022-03-01,Mbala,Confirmed,Under 5,936
2022-03-01,Mbala,Confirmed,Over 5,3508
2022-03-01,Mbala,Confirmed,Under 5,259
2022-03-01,Mbala,Confirmed_Passive_CHW,Over 5,673
2022-03-01,Mbala,Confirmed_Passive_CHW,Under 5,276
2022-03-01,Mbala,Confirmed_Passive_CHW,NA,0
2022-03-01,Mporokoso,Confirmed,Under 5,469
2022-03-01,Mporokoso,Confirmed,Over 5,2007
2022-03-01,Mporokoso,Confirmed,Under 5,92
2022-03-01,Mpulungu,Clinical,Under 5,29
2022-03-01,Mpulungu,Clinical,Over 5,65
2022-03-01,Mpulungu,Clinical,Under 5,6
2022-03-01,Mpulungu,Confirmed,Under 5,1355
2022-03-01,Mpulungu,Confirmed,Over 5,4551
2022-03-01,Mpulungu,Confirmed,Under 5,478
2022-03-01,Mpulungu,Confirmed_Passive_CHW,Over 5,1581
2022-03-01,Mpulungu,Confirmed_Passive_CHW,Under 5,1085
2022-03-01,Mpulungu,Confirmed_Passive_CHW,NA,0
2022-03-01,Mungwi,Clinical,Under 5,37
2022-03-01,Mungwi,Clinical,Over 5,186
2022-03-01,Mungwi,Clinical,Under 5,29
2022-03-01,Mungwi,Confirmed,Under 5,3655
2022-03-01,Mungwi,Confirmed,Over 5,8775
2022-03-01,Mungwi,Confirmed,Under 5,1252
2022-03-01,Nsama,Clinical,Under 5,138
2022-03-01,Nsama,Clinical,Over 5,393
2022-03-01,Nsama,Clinical,Under 5,80
2022-03-01,Nsama,Confirmed,Under 5,617
2022-03-01,Nsama,Confirmed,Over 5,1300
2022-03-01,Nsama,Confirmed,Under 5,181
2022-03-01,Nsama,Confirmed_Passive_CHW,Over 5,16
2022-03-01,Nsama,Confirmed_Passive_CHW,Under 5,3
2022-03-01,Nsama,Confirmed_Passive_CHW,NA,0
2022-03-01,Senga,Clinical,Under 5,552
2022-03-01,Senga,Clinical,Over 5,1030
2022-03-01,Senga,Clinical,Under 5,129
2022-03-01,Senga,Confirmed,Under 5,546
2022-03-01,Senga,Confirmed,Over 5,1491
2022-03-01,Senga,Confirmed,Under 5,174
2022-03-01,Senga,Confirmed_Passive_CHW,Over 5,264
2022-03-01,Senga,Confirmed_Passive_CHW,Under 5,168
2022-03-01,Senga,Confirmed_Passive_CHW,NA,0
2022-04-01,Chilubi,Clinical,Under 5,78
2022-04-01,Chilubi,Clinical,Over 5,104
2022-04-01,Chilubi,Clinical,Under 5,48
2022-04-01,Chilubi,Confirmed,Under 5,2036
2022-04-01,Chilubi,Confirmed,Over 5,3031
2022-04-01,Chilubi,Confirmed,Under 5,1183
2022-04-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2022-04-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2022-04-01,Chilubi,Confirmed_Passive_CHW,NA,0
2022-04-01,Kaputa,Confirmed,Under 5,1171
2022-04-01,Kaputa,Confirmed,Over 5,2226
2022-04-01,Kaputa,Confirmed,Under 5,366
2022-04-01,Kasama,Clinical,Under 5,39
2022-04-01,Kasama,Clinical,Over 5,125
2022-04-01,Kasama,Clinical,Under 5,51
2022-04-01,Kasama,Confirmed,Under 5,4559
2022-04-01,Kasama,Confirmed,Over 5,15091
2022-04-01,Kasama,Confirmed,Under 5,1354
2022-04-01,Lunte,Clinical,Under 5,282
2022-04-01,Lunte,Clinical,Over 5,728
2022-04-01,Lunte,Clinical,Under 5,42
2022-04-01,Lunte,Confirmed,Under 5,1150
2022-04-01,Lunte,Confirmed,Over 5,5166
2022-04-01,Lunte,Confirmed,Under 5,223
2022-04-01,Lupososhi,Clinical,Under 5,10
2022-04-01,Lupososhi,Clinical,Over 5,32
2022-04-01,Lupososhi,Confirmed,Under 5,1376
2022-04-01,Lupososhi,Confirmed,Over 5,2801
2022-04-01,Lupososhi,Confirmed,Under 5,544
2022-04-01,Luwingu,Clinical,Under 5,2
2022-04-01,Luwingu,Clinical,Over 5,16
2022-04-01,Luwingu,Clinical,Under 5,2
2022-04-01,Luwingu,Confirmed,Under 5,1937
2022-04-01,Luwingu,Confirmed,Over 5,4974
2022-04-01,Luwingu,Confirmed,Under 5,650
2022-04-01,Mbala,Clinical,Under 5,2
2022-04-01,Mbala,Clinical,Over 5,10
2022-04-01,Mbala,Confirmed,Under 5,1561
2022-04-01,Mbala,Confirmed,Over 5,5978
2022-04-01,Mbala,Confirmed,Under 5,419
2022-04-01,Mbala,Confirmed_Passive_CHW,Over 5,1377
2022-04-01,Mbala,Confirmed_Passive_CHW,Under 5,495
2022-04-01,Mbala,Confirmed_Passive_CHW,NA,5
2022-04-01,Mporokoso,Confirmed,Under 5,540
2022-04-01,Mporokoso,Confirmed,Over 5,2696
2022-04-01,Mporokoso,Confirmed,Under 5,111
2022-04-01,Mpulungu,Clinical,Under 5,7
2022-04-01,Mpulungu,Clinical,Over 5,26
2022-04-01,Mpulungu,Clinical,Under 5,1
2022-04-01,Mpulungu,Confirmed,Under 5,1752
2022-04-01,Mpulungu,Confirmed,Over 5,4628
2022-04-01,Mpulungu,Confirmed,Under 5,476
2022-04-01,Mpulungu,Confirmed_Passive_CHW,Over 5,1958
2022-04-01,Mpulungu,Confirmed_Passive_CHW,Under 5,1367
2022-04-01,Mpulungu,Confirmed_Passive_CHW,NA,0
2022-04-01,Mungwi,Clinical,Under 5,2
2022-04-01,Mungwi,Clinical,Over 5,13
2022-04-01,Mungwi,Clinical,Under 5,3
2022-04-01,Mungwi,Confirmed,Under 5,3747
2022-04-01,Mungwi,Confirmed,Over 5,10058
2022-04-01,Mungwi,Confirmed,Under 5,1295
2022-04-01,Nsama,Clinical,Under 5,24
2022-04-01,Nsama,Clinical,Over 5,34
2022-04-01,Nsama,Clinical,Under 5,10
2022-04-01,Nsama,Confirmed,Under 5,832
2022-04-01,Nsama,Confirmed,Over 5,2192
2022-04-01,Nsama,Confirmed,Under 5,300
2022-04-01,Senga,Clinical,Under 5,157
2022-04-01,Senga,Clinical,Over 5,245
2022-04-01,Senga,Clinical,Under 5,31
2022-04-01,Senga,Confirmed,Under 5,1257
2022-04-01,Senga,Confirmed,Over 5,3789
2022-04-01,Senga,Confirmed,Under 5,396
2022-04-01,Senga,Confirmed_Passive_CHW,Over 5,2028
2022-04-01,Senga,Confirmed_Passive_CHW,Under 5,868
2022-04-01,Senga,Confirmed_Passive_CHW,NA,0
2022-05-01,Chilubi,Clinical,Under 5,19
2022-05-01,Chilubi,Clinical,Over 5,70
2022-05-01,Chilubi,Clinical,Under 5,6
2022-05-01,Chilubi,Confirmed,Under 5,1571
2022-05-01,Chilubi,Confirmed,Over 5,2628
2022-05-01,Chilubi,Confirmed,Under 5,1041
2022-05-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2022-05-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2022-05-01,Chilubi,Confirmed_Passive_CHW,NA,0
2022-05-01,Kaputa,Clinical,Over 5,10
2022-05-01,Kaputa,Confirmed,Under 5,1364
2022-05-01,Kaputa,Confirmed,Over 5,2859
2022-05-01,Kaputa,Confirmed,Under 5,475
2022-05-01,Kasama,Confirmed,Under 5,3472
2022-05-01,Kasama,Confirmed,Over 5,13319
2022-05-01,Kasama,Confirmed,Under 5,1058
2022-05-01,Lunte,Clinical,Under 5,26
2022-05-01,Lunte,Clinical,Over 5,97
2022-05-01,Lunte,Clinical,Under 5,2
2022-05-01,Lunte,Confirmed,Under 5,1362
2022-05-01,Lunte,Confirmed,Over 5,5307
2022-05-01,Lunte,Confirmed,Under 5,223
2022-05-01,Lupososhi,Clinical,Under 5,1
2022-05-01,Lupososhi,Clinical,Over 5,19
2022-05-01,Lupososhi,Confirmed,Under 5,1150
2022-05-01,Lupososhi,Confirmed,Over 5,1817
2022-05-01,Lupososhi,Confirmed,Under 5,350
2022-05-01,Luwingu,Clinical,Under 5,2
2022-05-01,Luwingu,Clinical,Over 5,6
2022-05-01,Luwingu,Confirmed,Under 5,1472
2022-05-01,Luwingu,Confirmed,Over 5,5081
2022-05-01,Luwingu,Confirmed,Under 5,966
2022-05-01,Mbala,Clinical,Under 5,4
2022-05-01,Mbala,Clinical,Over 5,39
2022-05-01,Mbala,Clinical,Under 5,1
2022-05-01,Mbala,Confirmed,Under 5,1599
2022-05-01,Mbala,Confirmed,Over 5,5429
2022-05-01,Mbala,Confirmed,Under 5,639
2022-05-01,Mbala,Confirmed_Passive_CHW,Over 5,1412
2022-05-01,Mbala,Confirmed_Passive_CHW,Under 5,369
2022-05-01,Mbala,Confirmed_Passive_CHW,NA,0
2022-05-01,Mporokoso,Confirmed,Under 5,590
2022-05-01,Mporokoso,Confirmed,Over 5,3357
2022-05-01,Mporokoso,Confirmed,Under 5,129
2022-05-01,Mporokoso,Confirmed_Passive_CHW,Over 5,0
2022-05-01,Mporokoso,Confirmed_Passive_CHW,Under 5,0
2022-05-01,Mporokoso,Confirmed_Passive_CHW,NA,0
2022-05-01,Mpulungu,Clinical,Under 5,33
2022-05-01,Mpulungu,Clinical,Over 5,55
2022-05-01,Mpulungu,Clinical,Under 5,4
2022-05-01,Mpulungu,Confirmed,Under 5,1337
2022-05-01,Mpulungu,Confirmed,Over 5,3954
2022-05-01,Mpulungu,Confirmed,Under 5,443
2022-05-01,Mpulungu,Confirmed_Passive_CHW,Over 5,792
2022-05-01,Mpulungu,Confirmed_Passive_CHW,Under 5,608
2022-05-01,Mpulungu,Confirmed_Passive_CHW,NA,0
2022-05-01,Mungwi,Confirmed,Under 5,3039
2022-05-01,Mungwi,Confirmed,Over 5,9182
2022-05-01,Mungwi,Confirmed,Under 5,1185
2022-05-01,Nsama,Clinical,Under 5,39
2022-05-01,Nsama,Clinical,Over 5,98
2022-05-01,Nsama,Clinical,Under 5,8
2022-05-01,Nsama,Confirmed,Under 5,721
2022-05-01,Nsama,Confirmed,Over 5,2020
2022-05-01,Nsama,Confirmed,Under 5,381
2022-05-01,Nsama,Confirmed_Passive_CHW,Over 5,119
2022-05-01,Nsama,Confirmed_Passive_CHW,Under 5,44
2022-05-01,Nsama,Confirmed_Passive_CHW,NA,0
2022-05-01,Senga,Clinical,Under 5,30
2022-05-01,Senga,Clinical,Over 5,116
2022-05-01,Senga,Clinical,Under 5,8
2022-05-01,Senga,Confirmed,Under 5,1162
2022-05-01,Senga,Confirmed,Over 5,3479
2022-05-01,Senga,Confirmed,Under 5,352
2022-05-01,Senga,Confirmed_Passive_CHW,Over 5,1085
2022-05-01,Senga,Confirmed_Passive_CHW,Under 5,508
2022-05-01,Senga,Confirmed_Passive_CHW,NA,3
2022-06-01,Chilubi,Clinical,Under 5,32
2022-06-01,Chilubi,Clinical,Over 5,65
2022-06-01,Chilubi,Clinical,Under 5,28
2022-06-01,Chilubi,Confirmed,Under 5,1159
2022-06-01,Chilubi,Confirmed,Over 5,1879
2022-06-01,Chilubi,Confirmed,Under 5,681
2022-06-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2022-06-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2022-06-01,Chilubi,Confirmed_Passive_CHW,NA,0
2022-06-01,Kaputa,Confirmed,Under 5,1043
2022-06-01,Kaputa,Confirmed,Over 5,2151
2022-06-01,Kaputa,Confirmed,Under 5,386
2022-06-01,Kasama,Clinical,Under 5,33
2022-06-01,Kasama,Clinical,Over 5,134
2022-06-01,Kasama,Clinical,Under 5,12
2022-06-01,Kasama,Confirmed,Under 5,1673
2022-06-01,Kasama,Confirmed,Over 5,7183
2022-06-01,Kasama,Confirmed,Under 5,599
2022-06-01,Kasama,Confirmed_Passive_CHW,Over 5,42
2022-06-01,Kasama,Confirmed_Passive_CHW,Under 5,11
2022-06-01,Kasama,Confirmed_Passive_CHW,NA,0
2022-06-01,Lunte,Clinical,Under 5,2
2022-06-01,Lunte,Clinical,Over 5,20
2022-06-01,Lunte,Confirmed,Under 5,798
2022-06-01,Lunte,Confirmed,Over 5,3168
2022-06-01,Lunte,Confirmed,Under 5,117
2022-06-01,Lupososhi,Clinical,Under 5,1
2022-06-01,Lupososhi,Clinical,Over 5,2
2022-06-01,Lupososhi,Confirmed,Under 5,782
2022-06-01,Lupososhi,Confirmed,Over 5,1217
2022-06-01,Lupososhi,Confirmed,Under 5,304
2022-06-01,Luwingu,Clinical,Under 5,1
2022-06-01,Luwingu,Clinical,Over 5,5
2022-06-01,Luwingu,Confirmed,Under 5,1242
2022-06-01,Luwingu,Confirmed,Over 5,3362
2022-06-01,Luwingu,Confirmed,Under 5,377
2022-06-01,Mbala,Confirmed,Under 5,1045
2022-06-01,Mbala,Confirmed,Over 5,3576
2022-06-01,Mbala,Confirmed,Under 5,310
2022-06-01,Mbala,Confirmed_Passive_CHW,Over 5,457
2022-06-01,Mbala,Confirmed_Passive_CHW,Under 5,160
2022-06-01,Mbala,Confirmed_Passive_CHW,NA,1
2022-06-01,Mporokoso,Confirmed,Under 5,359
2022-06-01,Mporokoso,Confirmed,Over 5,1723
2022-06-01,Mporokoso,Confirmed,Under 5,83
2022-06-01,Mporokoso,Confirmed_Passive_CHW,Over 5,63
2022-06-01,Mporokoso,Confirmed_Passive_CHW,Under 5,21
2022-06-01,Mporokoso,Confirmed_Passive_CHW,NA,0
2022-06-01,Mpulungu,Clinical,Under 5,18
2022-06-01,Mpulungu,Clinical,Over 5,29
2022-06-01,Mpulungu,Clinical,Under 5,15
2022-06-01,Mpulungu,Confirmed,Under 5,931
2022-06-01,Mpulungu,Confirmed,Over 5,2212
2022-06-01,Mpulungu,Confirmed,Under 5,256
2022-06-01,Mpulungu,Confirmed_Passive_CHW,Over 5,390
2022-06-01,Mpulungu,Confirmed_Passive_CHW,Under 5,324
2022-06-01,Mpulungu,Confirmed_Passive_CHW,NA,0
2022-06-01,Mungwi,Clinical,Under 5,57
2022-06-01,Mungwi,Clinical,Over 5,232
2022-06-01,Mungwi,Clinical,Under 5,87
2022-06-01,Mungwi,Confirmed,Under 5,2280
2022-06-01,Mungwi,Confirmed,Over 5,6251
2022-06-01,Mungwi,Confirmed,Under 5,690
2022-06-01,Nsama,Clinical,Under 5,26
2022-06-01,Nsama,Clinical,Over 5,87
2022-06-01,Nsama,Clinical,Under 5,9
2022-06-01,Nsama,Confirmed,Under 5,763
2022-06-01,Nsama,Confirmed,Over 5,1737
2022-06-01,Nsama,Confirmed,Under 5,305
2022-06-01,Nsama,Confirmed_Passive_CHW,Over 5,0
2022-06-01,Nsama,Confirmed_Passive_CHW,Under 5,0
2022-06-01,Nsama,Confirmed_Passive_CHW,NA,10
2022-06-01,Senga,Clinical,Under 5,58
2022-06-01,Senga,Clinical,Over 5,227
2022-06-01,Senga,Clinical,Under 5,20
2022-06-01,Senga,Confirmed,Under 5,621
2022-06-01,Senga,Confirmed,Over 5,1730
2022-06-01,Senga,Confirmed,Under 5,143
2022-06-01,Senga,Confirmed_Passive_CHW,Over 5,1047
2022-06-01,Senga,Confirmed_Passive_CHW,Under 5,340
2022-06-01,Senga,Confirmed_Passive_CHW,NA,0
2022-07-01,Chilubi,Clinical,Under 5,21
2022-07-01,Chilubi,Clinical,Over 5,41
2022-07-01,Chilubi,Clinical,Under 5,16
2022-07-01,Chilubi,Confirmed,Under 5,735
2022-07-01,Chilubi,Confirmed,Over 5,1152
2022-07-01,Chilubi,Confirmed,Under 5,471
2022-07-01,Chilubi,Confirmed_Passive_CHW,Over 5,20
2022-07-01,Chilubi,Confirmed_Passive_CHW,Under 5,19
2022-07-01,Chilubi,Confirmed_Passive_CHW,NA,0
2022-07-01,Kaputa,Confirmed,Under 5,870
2022-07-01,Kaputa,Confirmed,Over 5,1547
2022-07-01,Kaputa,Confirmed,Under 5,293
2022-07-01,Kasama,Clinical,Under 5,36
2022-07-01,Kasama,Clinical,Over 5,162
2022-07-01,Kasama,Clinical,Under 5,13
2022-07-01,Kasama,Confirmed,Under 5,1343
2022-07-01,Kasama,Confirmed,Over 5,3948
2022-07-01,Kasama,Confirmed,Under 5,532
2022-07-01,Kasama,Confirmed_Passive_CHW,Over 5,73
2022-07-01,Kasama,Confirmed_Passive_CHW,Under 5,7
2022-07-01,Kasama,Confirmed_Passive_CHW,NA,0
2022-07-01,Lunte,Clinical,Under 5,6
2022-07-01,Lunte,Clinical,Over 5,22
2022-07-01,Lunte,Confirmed,Under 5,365
2022-07-01,Lunte,Confirmed,Over 5,1265
2022-07-01,Lunte,Confirmed,Under 5,86
2022-07-01,Lupososhi,Confirmed,Under 5,502
2022-07-01,Lupososhi,Confirmed,Over 5,680
2022-07-01,Lupososhi,Confirmed,Under 5,173
2022-07-01,Luwingu,Clinical,Under 5,1
2022-07-01,Luwingu,Clinical,Over 5,4
2022-07-01,Luwingu,Clinical,Under 5,1
2022-07-01,Luwingu,Confirmed,Under 5,416
2022-07-01,Luwingu,Confirmed,Over 5,1699
2022-07-01,Luwingu,Confirmed,Under 5,154
2022-07-01,Mbala,Clinical,Under 5,1
2022-07-01,Mbala,Clinical,Over 5,19
2022-07-01,Mbala,Confirmed,Under 5,418
2022-07-01,Mbala,Confirmed,Over 5,1688
2022-07-01,Mbala,Confirmed,Under 5,110
2022-07-01,Mbala,Confirmed_Passive_CHW,Over 5,613
2022-07-01,Mbala,Confirmed_Passive_CHW,Under 5,220
2022-07-01,Mbala,Confirmed_Passive_CHW,NA,0
2022-07-01,Mporokoso,Confirmed,Under 5,192
2022-07-01,Mporokoso,Confirmed,Over 5,746
2022-07-01,Mporokoso,Confirmed,Under 5,56
2022-07-01,Mporokoso,Confirmed_Passive_CHW,Over 5,88
2022-07-01,Mporokoso,Confirmed_Passive_CHW,Under 5,30
2022-07-01,Mporokoso,Confirmed_Passive_CHW,NA,0
2022-07-01,Mpulungu,Clinical,Under 5,9
2022-07-01,Mpulungu,Clinical,Over 5,16
2022-07-01,Mpulungu,Clinical,Under 5,6
2022-07-01,Mpulungu,Confirmed,Under 5,789
2022-07-01,Mpulungu,Confirmed,Over 5,2101
2022-07-01,Mpulungu,Confirmed,Under 5,330
2022-07-01,Mpulungu,Confirmed_Passive_CHW,Over 5,1955
2022-07-01,Mpulungu,Confirmed_Passive_CHW,Under 5,1208
2022-07-01,Mpulungu,Confirmed_Passive_CHW,NA,17
2022-07-01,Mungwi,Confirmed,Under 5,1341
2022-07-01,Mungwi,Confirmed,Over 5,3196
2022-07-01,Mungwi,Confirmed,Under 5,638
2022-07-01,Nsama,Clinical,Over 5,1
2022-07-01,Nsama,Clinical,Under 5,1
2022-07-01,Nsama,Confirmed,Under 5,578
2022-07-01,Nsama,Confirmed,Over 5,1344
2022-07-01,Nsama,Confirmed,Under 5,143
2022-07-01,Nsama,Confirmed_Passive_CHW,Over 5,236
2022-07-01,Nsama,Confirmed_Passive_CHW,Under 5,206
2022-07-01,Nsama,Confirmed_Passive_CHW,NA,0
2022-07-01,Senga,Clinical,Under 5,5
2022-07-01,Senga,Clinical,Over 5,19
2022-07-01,Senga,Clinical,Under 5,1
2022-07-01,Senga,Confirmed,Under 5,443
2022-07-01,Senga,Confirmed,Over 5,990
2022-07-01,Senga,Confirmed,Under 5,90
2022-07-01,Senga,Confirmed_Passive_CHW,Over 5,1587
2022-07-01,Senga,Confirmed_Passive_CHW,Under 5,694
2022-07-01,Senga,Confirmed_Passive_CHW,NA,0
2022-08-01,Chilubi,Clinical,Under 5,10
2022-08-01,Chilubi,Clinical,Over 5,33
2022-08-01,Chilubi,Clinical,Under 5,8
2022-08-01,Chilubi,Confirmed,Under 5,1004
2022-08-01,Chilubi,Confirmed,Over 5,1441
2022-08-01,Chilubi,Confirmed,Under 5,581
2022-08-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2022-08-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2022-08-01,Chilubi,Confirmed_Passive_CHW,NA,0
2022-08-01,Kaputa,Confirmed,Under 5,1101
2022-08-01,Kaputa,Confirmed,Over 5,1983
2022-08-01,Kaputa,Confirmed,Under 5,387
2022-08-01,Kasama,Confirmed,Under 5,1121
2022-08-01,Kasama,Confirmed,Over 5,2662
2022-08-01,Kasama,Confirmed,Under 5,369
2022-08-01,Kasama,Confirmed_Passive_CHW,Over 5,44
2022-08-01,Kasama,Confirmed_Passive_CHW,Under 5,5
2022-08-01,Kasama,Confirmed_Passive_CHW,NA,0
2022-08-01,Lunte,Clinical,Under 5,2
2022-08-01,Lunte,Clinical,Over 5,10
2022-08-01,Lunte,Clinical,Under 5,2
2022-08-01,Lunte,Confirmed,Under 5,237
2022-08-01,Lunte,Confirmed,Over 5,691
2022-08-01,Lunte,Confirmed,Under 5,55
2022-08-01,Lupososhi,Clinical,Under 5,1
2022-08-01,Lupososhi,Confirmed,Under 5,578
2022-08-01,Lupososhi,Confirmed,Over 5,610
2022-08-01,Lupososhi,Confirmed,Under 5,223
2022-08-01,Luwingu,Clinical,Over 5,1
2022-08-01,Luwingu,Confirmed,Under 5,432
2022-08-01,Luwingu,Confirmed,Over 5,1209
2022-08-01,Luwingu,Confirmed,Under 5,167
2022-08-01,Mbala,Clinical,Over 5,3
2022-08-01,Mbala,Confirmed,Under 5,319
2022-08-01,Mbala,Confirmed,Over 5,836
2022-08-01,Mbala,Confirmed,Under 5,88
2022-08-01,Mbala,Confirmed_Passive_CHW,Over 5,565
2022-08-01,Mbala,Confirmed_Passive_CHW,Under 5,208
2022-08-01,Mbala,Confirmed_Passive_CHW,NA,0
2022-08-01,Mporokoso,Confirmed,Under 5,195
2022-08-01,Mporokoso,Confirmed,Over 5,446
2022-08-01,Mporokoso,Confirmed,Under 5,33
2022-08-01,Mporokoso,Confirmed_Passive_CHW,Over 5,346
2022-08-01,Mporokoso,Confirmed_Passive_CHW,Under 5,245
2022-08-01,Mporokoso,Confirmed_Passive_CHW,NA,0
2022-08-01,Mpulungu,Clinical,Under 5,16
2022-08-01,Mpulungu,Clinical,Over 5,15
2022-08-01,Mpulungu,Clinical,Under 5,9
2022-08-01,Mpulungu,Confirmed,Under 5,716
2022-08-01,Mpulungu,Confirmed,Over 5,1939
2022-08-01,Mpulungu,Confirmed,Under 5,327
2022-08-01,Mpulungu,Confirmed_Passive_CHW,Over 5,1985
2022-08-01,Mpulungu,Confirmed_Passive_CHW,Under 5,1247
2022-08-01,Mpulungu,Confirmed_Passive_CHW,NA,0
2022-08-01,Mungwi,Clinical,Under 5,20
2022-08-01,Mungwi,Clinical,Over 5,28
2022-08-01,Mungwi,Clinical,Under 5,16
2022-08-01,Mungwi,Confirmed,Under 5,1040
2022-08-01,Mungwi,Confirmed,Over 5,2498
2022-08-01,Mungwi,Confirmed,Under 5,493
2022-08-01,Nsama,Clinical,Over 5,1
2022-08-01,Nsama,Confirmed,Under 5,590
2022-08-01,Nsama,Confirmed,Over 5,1660
2022-08-01,Nsama,Confirmed,Under 5,208
2022-08-01,Nsama,Confirmed_Passive_CHW,Over 5,956
2022-08-01,Nsama,Confirmed_Passive_CHW,Under 5,662
2022-08-01,Nsama,Confirmed_Passive_CHW,NA,0
2022-08-01,Senga,Clinical,Under 5,1
2022-08-01,Senga,Clinical,Over 5,4
2022-08-01,Senga,Confirmed,Under 5,367
2022-08-01,Senga,Confirmed,Over 5,1062
2022-08-01,Senga,Confirmed,Under 5,119
2022-08-01,Senga,Confirmed_Passive_CHW,Over 5,934
2022-08-01,Senga,Confirmed_Passive_CHW,Under 5,482
2022-08-01,Senga,Confirmed_Passive_CHW,NA,0
2022-09-01,Chilubi,Clinical,Under 5,12
2022-09-01,Chilubi,Clinical,Over 5,32
2022-09-01,Chilubi,Clinical,Under 5,7
2022-09-01,Chilubi,Confirmed,Under 5,998
2022-09-01,Chilubi,Confirmed,Over 5,1356
2022-09-01,Chilubi,Confirmed,Under 5,548
2022-09-01,Kaputa,Confirmed,Under 5,1697
2022-09-01,Kaputa,Confirmed,Over 5,2129
